Pressure1,Pressure2,Pressure3,Pressure4,AirPressure1,AirPressure2,AirPressure3,AirPressure4,AirPressure5,AirPressure6
36.6,73.7,186.8,69.2,0.89,0.81,0.86,0.97,0.86,0.86
33.1,26.5,206.6,95.6,0.89,0.8,0.86,0.98,0.86,0.86
4.9,19.1,241.2,45.3,0.89,0.8,0.85,0.92,0.85,0.86
11.0,15.7,242.0,37.4,0.89,0.8,0.85,0.93,0.85,0.86
-0.8,34.5,90.7,0.9,0.89,0.8,0.85,0.87,1.02,0.87
10.3,29.1,89.0,-8.3,0.89,0.8,0.85,0.87,1.02,0.87
14.9,50.1,88.6,48.3,0.89,0.8,0.86,0.87,1.0,0.88
31.2,32.7,81.0,66.2,0.89,0.8,0.86,0.87,0.98,0.88
26.6,-1.9,185.6,59.5,0.89,0.8,0.85,0.89,0.92,0.86
59.9,9.7,112.9,94.2,0.89,0.81,0.85,0.9,1.03,0.85
28.6,82.3,39.2,175.6,0.89,0.8,0.85,0.87,0.85,0.99
22.1,72.1,36.2,189.1,0.89,0.8,0.86,0.87,0.85,1.0
28.5,56.0,54.5,170.3,0.89,0.8,0.86,0.87,0.85,1.0
34.6,45.8,59.7,173.7,0.89,0.8,0.84,0.87,0.85,1.0
42.4,31.0,70.7,154.5,0.89,0.8,0.85,0.87,0.86,1.0
25.4,10.3,247.9,37.8,0.89,0.8,0.85,1.03,0.85,0.86
42.9,-0.6,251.4,35.1,0.89,0.8,0.85,1.02,0.85,0.86
20.7,17.6,251.9,30.0,0.89,0.8,0.85,1.02,0.85,0.86
9.0,0.7,119.7,34.1,0.89,0.8,0.85,1.0,0.85,0.86
-1.6,-1.1,126.1,32.3,0.89,0.8,0.85,1.01,0.85,0.86
38.3,6.6,119.1,29.9,0.89,0.8,0.85,1.05,0.85,0.86
16.3,-0.1,119.2,29.8,0.89,0.8,0.85,1.02,0.85,0.86
1.4,8.9,38.9,36.0,0.88,0.79,0.84,0.86,1.05,0.85
1.8,14.1,36.1,39.7,0.88,0.79,0.84,0.86,1.05,0.85
11.8,6.7,37.7,21.0,0.89,0.8,0.85,0.88,1.04,0.86
10.7,11.4,39.8,25.7,0.89,0.8,0.85,0.89,1.03,0.86
12.3,3.8,44.1,58.7,0.89,0.8,0.85,0.91,0.99,0.85
1.4,-0.2,43.6,44.3,0.89,0.8,0.85,0.91,0.97,0.85
24.8,78.4,-0.7,157.1,0.89,0.8,0.85,0.87,0.85,1.02
38.3,126.1,518.4,478.5,0.89,0.8,0.85,0.87,0.85,1.02
24.7,84.8,12.1,149.3,0.89,0.8,0.86,0.87,0.85,1.01
39.1,57.3,21.0,118.7,0.89,0.8,0.85,0.87,0.88,0.99
33.3,67.4,23.8,116.4,0.89,0.8,0.85,0.88,0.88,0.99
58.9,4.4,126.8,36.5,0.89,0.8,0.85,1.08,0.85,0.85
31.2,14.2,122.0,38.7,0.89,0.8,0.85,1.06,0.85,0.86
11.7,7.0,123.7,26.3,0.89,0.8,0.85,1.02,0.85,0.85
9.3,3.6,123.9,16.2,0.89,0.8,0.85,1.02,0.85,0.85
36.2,2.4,52.9,76.2,0.89,0.8,0.85,1.02,0.87,0.87
36.7,-8.2,50.0,78.6,0.89,0.8,0.85,1.03,0.87,0.87
2.4,10.5,1.6,107.5,0.89,0.8,0.85,0.87,0.98,0.85
7.0,78.3,7.2,153.9,0.89,0.8,0.85,0.87,1.16,0.85
10.1,96.5,-1.9,78.7,0.89,0.8,0.86,0.87,1.01,0.86
14.3,92.0,12.7,86.3,0.89,0.8,0.86,0.87,1.02,0.86
8.4,77.7,9.2,94.5,0.89,0.8,0.85,0.87,1.08,0.89
4.4,73.6,7.3,98.8,0.89,0.8,0.85,0.87,1.08,0.89
32.5,54.2,11.4,107.2,0.89,0.81,0.86,0.87,0.87,1.02
34.4,47.3,15.2,106.6,0.89,0.8,0.85,0.87,0.86,1.02
32.2,6.7,23.6,98.0,0.89,0.8,0.86,0.88,0.86,0.96
30.5,16.5,32.2,106.1,0.89,0.8,0.85,0.89,0.88,0.96
27.8,37.1,12.2,140.3,0.89,0.8,0.85,0.87,0.84,1.04
15.4,35.5,-2.0,145.3,0.89,0.81,0.84,0.87,0.84,1.04
59.7,103.1,115.3,13.5,0.89,0.8,0.86,1.04,0.85,0.85
57.3,104.7,113.1,25.9,0.89,0.81,0.85,1.04,0.85,0.85
41.2,108.4,95.9,10.1,0.89,0.8,0.86,1.0,0.85,0.85
50.7,103.7,81.8,12.3,0.89,0.8,0.86,1.0,0.85,0.85
79.9,126.8,113.5,16.5,0.89,0.8,0.85,1.03,0.85,0.85
86.5,118.9,101.7,12.2,0.89,0.8,0.85,1.04,0.85,0.85
10.6,86.6,14.5,118.2,0.89,0.8,0.86,0.88,1.03,0.86
4.5,94.0,14.3,97.4,0.89,0.8,0.85,0.89,1.04,0.85
4.6,87.7,26.6,78.7,0.89,0.81,0.86,0.89,1.04,0.85
0.5,81.5,20.6,77.3,0.89,0.81,0.86,0.88,1.04,0.85
35.5,96.6,13.9,87.6,0.89,0.8,0.86,0.89,1.01,0.87
28.1,89.6,2.6,87.5,0.89,0.8,0.86,0.89,1.02,0.88
24.9,40.7,18.9,150.7,0.89,0.81,0.87,0.87,0.86,0.98
27.8,4.9,21.5,96.0,0.89,0.81,0.87,0.87,0.9,0.96
22.2,20.1,16.7,206.0,0.89,0.8,0.86,0.87,0.84,0.96
2.3,36.8,16.4,193.2,0.89,0.8,0.87,0.87,0.84,0.99
13.8,8.6,21.5,186.1,0.89,0.8,0.84,0.88,0.84,0.88
31.4,62.3,20.2,104.8,0.89,0.8,0.89,0.88,0.87,1.01
76.6,46.9,191.2,30.3,0.89,0.81,0.85,1.07,0.84,0.85
56.6,34.5,164.5,30.6,0.89,0.8,0.86,1.05,0.85,0.85
27.4,23.3,197.1,67.2,0.89,0.8,0.86,0.97,0.85,0.85
28.7,30.8,205.1,67.9,0.89,0.8,0.85,0.98,0.85,0.85
23.2,34.8,221.5,59.4,0.89,0.81,0.85,1.0,0.84,0.85
28.1,57.9,212.8,55.5,0.89,0.8,0.85,1.01,0.85,0.85
13.3,25.1,39.3,8.7,0.89,0.81,0.85,0.87,1.06,0.86
12.4,16.9,38.5,19.8,0.89,0.8,0.85,0.87,1.07,0.86
26.6,-2.2,28.2,129.1,0.89,0.81,0.86,0.87,0.95,0.86
37.0,-3.8,50.8,78.3,0.89,0.8,0.86,0.87,1.01,0.86
26.3,2.9,24.5,48.7,0.89,0.8,0.85,0.87,1.0,0.88
27.6,6.0,44.7,61.3,0.89,0.8,0.86,0.87,1.02,0.86
14.5,86.6,-0.2,171.2,0.89,0.8,0.85,0.86,0.84,0.99
16.7,94.8,7.5,175.0,0.89,0.8,0.85,0.87,0.84,1.0
-2.8,167.4,14.0,204.8,0.89,0.8,0.87,0.87,0.84,0.94
19.4,98.8,-3.7,184.2,0.89,0.8,0.86,0.87,0.84,0.98
28.2,99.6,-18.6,173.9,0.89,0.8,0.86,0.87,0.84,0.99
20.1,39.1,192.6,65.3,0.89,0.81,0.86,0.95,0.85,0.85
65.5,179.7,1059.9,51.1,0.89,0.8,0.85,0.96,0.84,0.85
19.6,44.3,210.4,74.2,0.89,0.8,0.85,0.99,0.84,0.85
12.8,55.4,218.1,61.1,0.89,0.8,0.85,0.99,0.84,0.85
14.7,34.5,203.8,66.1,0.89,0.8,0.85,0.98,0.84,0.85
8.8,35.5,247.6,73.1,0.89,0.8,0.85,1.04,0.84,0.85
16.6,25.5,36.4,16.0,0.89,0.81,0.86,0.88,0.96,0.85
20.9,24.8,32.0,33.9,0.89,0.8,0.86,0.87,1.0,0.85
34.5,35.3,39.3,56.9,0.89,0.81,0.85,0.88,1.01,0.85
33.6,28.3,42.3,54.3,0.89,0.8,0.85,0.87,1.01,0.85
40.3,9.8,24.3,83.0,0.89,0.8,0.85,0.87,1.0,0.85
33.1,20.0,26.7,83.4,0.89,0.8,0.85,0.87,1.0,0.0
37.2,85.0,13.0,97.2,0.89,0.8,0.87,0.87,0.88,0.93
32.0,85.1,5.8,109.3,0.89,0.8,0.87,0.87,0.88,0.93
13.1,131.7,8.9,145.9,0.89,0.8,0.86,0.87,0.85,0.99
2.8,6.7,-5.2,127.2,0.89,0.8,0.86,0.87,0.85,0.93
-11.4,69.5,6.1,210.7,0.89,0.81,0.85,0.87,0.85,0.96
15.5,56.1,14.3,209.7,0.89,0.8,0.85,0.87,0.85,0.95
193.1,46.2,99.6,53.4,0.89,0.8,0.84,1.03,0.84,0.85
176.8,59.8,95.5,76.0,0.89,0.81,0.83,1.05,0.84,0.85
174.7,45.2,79.9,68.3,0.89,0.8,0.83,1.05,0.84,0.85
168.7,42.7,63.2,81.7,0.89,0.8,0.83,1.05,0.84,0.85
180.4,54.9,46.7,76.7,0.89,0.8,0.83,1.06,0.84,0.85
166.3,49.8,68.3,87.0,0.89,0.8,0.83,1.05,0.84,0.85
173.7,27.0,69.4,64.9,0.89,0.8,0.84,1.05,0.84,0.85
185.8,57.1,64.6,65.6,0.89,0.8,0.83,1.05,0.84,0.85
181.8,47.8,57.1,88.3,0.89,0.8,0.83,1.05,0.84,0.85
165.0,13.6,37.8,173.2,0.88,0.79,0.82,0.85,1.01,0.84
169.6,-1.9,34.1,176.3,0.88,0.79,0.82,0.85,1.02,0.83
170.1,6.2,40.4,175.4,0.88,0.79,0.82,0.85,1.01,0.84
159.5,-19.9,34.0,186.3,0.89,0.8,0.83,0.89,1.03,0.85
154.0,7.1,43.2,186.4,0.89,0.8,0.83,0.89,1.03,0.84
182.3,6.6,57.5,184.1,0.89,0.8,0.84,0.88,1.03,0.84
182.8,4.1,64.6,178.9,0.89,0.81,0.83,0.88,1.0,0.85
175.6,13.0,52.1,194.8,0.89,0.81,0.84,0.89,0.99,0.85
48.9,55.9,30.0,68.8,0.89,0.81,0.83,0.88,0.84,1.02
49.6,55.1,21.4,57.4,0.89,0.81,0.83,0.88,0.84,1.02
51.0,55.4,23.9,73.1,0.89,0.81,0.83,0.88,0.84,1.03
28.6,103.1,19.4,17.5,0.89,0.8,0.83,0.88,0.84,1.04
26.8,100.1,23.5,20.2,0.89,0.8,0.83,0.88,0.84,1.04
24.0,101.2,21.8,13.6,0.89,0.8,0.83,0.88,0.84,1.04
51.2,83.9,28.3,9.1,0.89,0.8,0.84,0.88,0.85,1.01
46.3,86.0,21.8,16.6,0.89,0.8,0.83,0.87,0.85,1.0
53.9,81.8,27.5,6.1,0.89,0.8,0.83,0.87,0.85,1.0
174.8,34.2,73.7,139.6,0.89,0.8,0.84,1.06,0.84,0.85
165.8,26.7,94.1,124.4,0.89,0.8,0.84,1.06,0.84,0.85
173.8,10.1,103.6,85.0,0.89,0.8,0.83,1.03,0.84,0.85
183.6,43.4,124.0,86.2,0.89,0.81,0.84,1.02,0.85,0.85
167.1,37.0,140.4,76.7,0.89,0.8,0.84,1.02,0.85,0.85
174.9,22.9,13.9,120.1,0.89,0.8,0.84,1.05,0.85,0.85
183.4,25.0,18.4,117.3,0.89,0.81,0.84,1.05,0.85,0.85
179.5,23.2,44.4,163.7,0.89,0.8,0.84,0.87,1.11,0.85
170.5,9.0,53.6,193.5,0.89,0.81,0.85,0.88,1.11,0.85
189.6,7.7,26.3,185.7,0.89,0.81,0.84,0.87,1.11,0.85
199.9,260.8,968.6,132.4,0.89,0.81,0.84,0.87,1.06,0.85
188.0,60.3,10.5,170.8,0.89,0.81,0.84,0.87,1.06,0.85
186.8,46.9,1.0,192.1,0.89,0.8,0.84,0.87,1.06,0.85
185.9,5.3,104.6,174.3,0.89,0.81,0.83,0.88,0.96,0.85
202.4,2.3,75.3,170.0,0.89,0.81,0.84,0.87,0.97,0.85
174.7,19.8,83.2,177.3,0.89,0.81,0.84,0.88,0.96,0.85
26.4,88.7,22.5,12.1,0.89,0.8,0.84,0.87,0.83,1.02
27.8,92.9,22.1,12.7,0.89,0.8,0.84,0.87,0.83,1.03
25.9,108.2,19.6,76.9,0.88,0.8,0.83,0.85,0.83,0.96
44.2,92.2,31.9,72.7,0.88,0.8,0.83,0.85,0.83,0.97
52.5,80.2,16.0,35.2,0.89,0.81,0.84,0.87,0.85,0.98
68.3,82.1,15.0,27.5,0.89,0.81,0.84,0.87,0.85,0.99
58.3,71.4,20.1,24.7,0.89,0.81,0.84,0.87,0.85,0.99
195.8,45.0,30.9,114.2,0.89,0.8,0.84,1.03,0.84,0.85
166.8,52.3,61.0,89.8,0.89,0.8,0.85,1.01,0.85,0.85
177.4,70.0,31.2,95.9,0.89,0.81,0.85,1.04,0.85,0.85
191.9,55.7,73.7,83.7,0.89,0.81,0.84,1.03,0.85,0.85
179.1,52.6,58.7,72.2,0.89,0.81,0.84,1.03,0.84,0.85
193.8,47.2,45.5,75.5,0.89,0.8,0.84,1.03,0.84,0.85
186.6,58.7,57.2,44.0,0.89,0.81,0.84,1.0,0.85,0.85
185.0,67.3,44.2,13.1,0.89,0.8,0.85,1.0,0.85,0.85
177.4,69.4,52.8,30.2,0.89,0.8,0.84,1.01,0.85,0.85
186.1,26.2,24.9,160.6,0.89,0.81,0.85,0.88,1.03,0.85
188.8,-12.5,21.9,169.3,0.89,0.81,0.84,0.88,1.03,0.85
188.3,-5.6,8.3,168.5,0.89,0.81,0.84,0.88,1.03,0.85
179.9,26.8,64.9,171.1,0.89,0.81,0.84,0.88,0.96,0.85
201.8,41.1,74.6,152.1,0.89,0.81,0.84,0.88,0.97,0.85
190.6,17.1,18.4,137.9,0.89,0.81,0.84,0.88,0.9,0.85
188.9,32.6,29.3,121.5,0.89,0.81,0.84,0.88,0.91,0.85
125.4,63.6,19.9,181.4,0.89,0.8,0.84,0.87,0.85,0.99
109.0,59.1,23.5,166.6,0.89,0.81,0.84,0.88,0.85,0.99
103.3,57.2,13.4,189.0,0.89,0.81,0.85,0.88,0.85,0.99
6.7,112.0,19.9,34.1,0.89,0.81,0.84,0.87,0.85,1.0
11.2,117.9,27.8,43.2,0.89,0.81,0.84,0.87,0.84,1.0
8.3,112.0,18.9,40.0,0.89,0.81,0.84,0.87,0.84,1.0
40.2,85.3,11.6,25.9,0.89,0.81,0.83,0.87,0.85,0.99
49.3,87.6,10.9,22.2,0.89,0.81,0.83,0.88,0.85,0.99
160.4,38.6,105.4,80.8,0.89,0.81,0.84,1.01,0.85,0.85
179.2,41.0,103.2,95.1,0.89,0.81,0.84,1.01,0.85,0.85
165.0,42.0,96.2,98.5,0.89,0.81,0.84,1.01,0.85,0.86
175.9,49.7,64.0,92.4,0.89,0.81,0.84,1.03,0.84,0.85
173.0,61.4,100.0,85.6,0.89,0.81,0.84,1.02,0.85,0.85
189.8,75.0,90.5,84.5,0.89,0.81,0.85,1.02,0.84,0.85
181.9,66.8,112.6,31.0,0.89,0.81,0.84,0.99,0.85,0.85
185.7,46.2,87.3,38.8,0.89,0.81,0.84,1.0,0.85,0.86
183.5,58.9,118.2,43.4,0.89,0.81,0.84,1.0,0.85,0.85
161.8,-10.4,10.1,183.5,0.89,0.8,0.84,0.88,1.06,0.85
158.1,16.3,25.8,177.4,0.89,0.8,0.84,0.88,1.08,0.85
161.1,-0.4,4.1,182.7,0.89,0.81,0.84,0.88,1.07,0.85
118.3,19.1,13.8,133.5,0.89,0.81,0.84,0.88,0.98,0.85
120.2,15.9,14.6,111.7,0.89,0.81,0.84,0.88,0.98,0.85
116.7,13.6,9.8,104.3,0.89,0.81,0.84,0.88,0.97,0.85
130.2,6.7,21.3,122.6,0.89,0.81,0.84,0.88,0.99,0.85
131.5,24.9,21.5,141.6,0.89,0.81,0.84,0.88,0.97,0.85
115.1,23.3,19.3,140.6,0.89,0.81,0.84,0.88,0.98,0.85
35.1,55.8,8.5,13.8,0.89,0.81,0.83,0.88,0.85,1.03
33.0,49.3,2.8,18.1,0.89,0.8,0.84,0.88,0.85,1.04
39.5,60.0,9.1,16.0,0.89,0.8,0.84,0.88,0.85,1.04
21.2,57.2,11.9,34.1,0.89,0.8,0.83,0.88,0.85,1.01
26.5,58.3,8.1,22.8,0.89,0.8,0.83,0.88,0.85,1.02
25.2,67.0,12.8,26.1,0.89,0.8,0.83,0.88,0.85,1.01
7.5,33.7,2.9,61.8,0.89,0.8,0.83,0.88,0.85,0.99
8.3,34.3,2.6,68.5,0.89,0.8,0.83,0.88,0.85,0.99
13.5,33.4,4.6,69.7,0.89,0.8,0.83,0.88,0.85,0.99
139.2,17.6,220.2,375.5,0.89,0.8,0.85,1.0,0.84,0.84
177.9,-14.8,116.4,472.2,0.9,0.81,0.86,1.08,0.85,0.86
135.2,38.3,129.9,453.1,0.9,0.81,0.87,1.08,0.85,0.86
124.7,-6.3,210.8,183.4,0.9,0.81,0.86,1.07,0.85,0.86
150.2,14.8,120.3,187.5,0.9,0.81,0.86,1.08,0.85,0.86
73.6,29.5,105.7,141.6,0.9,0.81,0.86,0.88,1.13,0.86
66.6,24.9,119.4,127.3,0.9,0.8,0.86,0.88,1.09,0.86
150.7,4.4,129.4,313.5,0.89,0.8,0.85,0.94,1.05,0.86
125.8,15.5,121.9,318.6,0.89,0.8,0.85,0.93,1.04,0.86
136.1,6.4,137.8,337.3,0.89,0.81,0.85,0.95,1.04,0.86
57.4,52.8,67.6,365.5,0.89,0.81,0.86,0.88,0.89,0.86
15.3,24.4,7.6,436.5,0.89,0.8,0.86,0.88,0.9,0.86
54.2,54.6,96.1,311.0,0.89,0.81,0.85,0.88,1.1,0.86
62.5,92.8,65.7,589.6,0.9,0.81,0.88,0.89,0.94,0.97
39.9,93.1,43.1,535.9,0.9,0.81,0.88,0.89,0.94,0.95
45.4,62.7,75.5,353.3,0.9,0.82,0.86,0.89,1.06,0.96
39.4,80.7,105.2,396.9,0.9,0.81,0.86,0.89,1.04,0.99
63.3,101.5,73.3,423.0,0.9,0.81,0.88,0.89,0.96,0.96
75.1,122.0,66.0,416.6,0.9,0.81,0.89,0.89,0.97,0.95
152.9,12.9,219.0,95.2,0.9,0.8,0.85,1.04,0.85,0.86
96.8,3.8,212.6,99.4,0.9,0.8,0.86,1.0,0.85,0.85
100.4,14.5,218.9,81.0,0.89,0.8,0.86,0.98,0.85,0.85
96.4,-11.1,230.0,73.6,0.9,0.8,0.86,0.97,0.85,0.86
84.6,5.8,231.4,88.9,0.9,0.81,0.86,0.98,0.85,0.85
70.2,43.6,244.8,98.4,0.9,0.8,0.86,1.01,0.85,0.86
91.1,19.0,269.1,101.8,0.89,0.8,0.86,1.01,0.85,0.86
85.7,54.6,255.0,118.9,0.89,0.81,0.86,1.01,0.85,0.85
68.2,66.7,65.0,66.6,0.89,0.8,0.85,0.88,1.11,0.85
68.6,62.9,57.8,58.6,0.9,0.8,0.85,0.88,1.09,0.86
-17.3,218.3,1050.0,26.8,0.89,0.8,0.85,0.88,1.08,0.86
18.4,64.2,117.2,73.0,0.89,0.81,0.86,0.88,1.03,0.86
20.0,50.4,118.6,77.0,0.89,0.8,0.86,0.88,1.05,0.85
21.0,57.7,104.1,70.9,0.89,0.8,0.86,0.88,1.04,0.86
94.2,70.8,33.2,87.8,0.89,0.8,0.86,0.88,1.07,0.86
80.7,66.2,14.7,101.6,0.89,0.8,0.86,0.88,1.07,0.86
78.5,59.6,23.0,86.4,0.89,0.8,0.86,0.88,1.07,0.85
-6.7,136.4,51.8,240.9,0.89,0.81,0.85,0.88,0.85,1.02
18.8,130.0,92.9,218.5,0.89,0.8,0.85,0.88,0.85,1.02
15.2,136.7,43.7,265.4,0.89,0.81,0.85,0.88,0.85,1.01
17.6,135.8,94.7,190.2,0.89,0.81,0.85,0.88,0.85,1.04
11.3,130.4,71.7,225.0,0.89,0.8,0.85,0.88,0.85,1.03
31.3,141.0,61.1,217.2,0.89,0.81,0.85,0.88,0.85,1.03
13.2,88.2,68.3,260.0,0.89,0.81,0.86,0.88,0.85,0.96
21.7,101.2,73.6,242.9,0.89,0.8,0.86,0.89,0.86,0.95
40.9,102.8,85.4,230.5,0.89,0.8,0.86,0.88,0.86,0.95
77.3,8.0,220.0,92.5,0.89,0.8,0.85,1.0,0.86,0.87
106.2,30.8,217.0,92.8,0.89,0.81,0.85,1.02,0.86,0.87
43.3,16.5,180.7,106.3,0.9,0.81,0.86,0.93,0.89,0.89
52.2,16.3,209.8,104.6,0.9,0.81,0.86,0.92,0.9,0.89
128.4,-7.2,170.7,90.2,0.9,0.81,0.86,0.88,0.86,0.89
75.4,12.3,159.3,110.3,0.9,0.81,0.86,0.89,0.86,0.88
5.4,28.4,3.6,71.6,0.89,0.8,0.85,0.86,0.97,0.91
6.3,27.5,2.4,73.5,0.89,0.81,0.85,0.87,0.98,0.9
7.7,23.8,2.2,57.7,0.89,0.8,0.85,0.87,0.99,0.9
2.4,26.4,36.4,32.9,0.9,0.81,0.86,0.89,0.86,0.91
0.6,27.1,39.2,32.2,0.89,0.81,0.86,0.89,0.86,0.9
24.8,34.1,62.5,70.1,0.9,0.81,0.86,0.89,0.86,0.91
17.3,38.8,60.9,92.7,0.9,0.81,0.87,0.89,0.86,0.91
2.7,24.4,57.7,11.9,0.89,0.8,0.86,0.86,0.83,0.85
-7.8,31.7,71.6,82.8,0.89,0.8,0.86,0.86,0.83,0.87
3.6,23.8,72.5,151.8,0.9,0.81,0.89,0.88,0.85,0.89
13.2,33.6,80.3,87.6,0.89,0.81,0.87,0.87,0.83,0.96
45.0,13.0,183.7,-3.9,0.89,0.8,0.86,1.05,0.85,0.86
60.4,12.2,171.9,2.5,0.89,0.81,0.86,1.04,0.85,0.85
38.7,12.7,236.6,38.6,0.89,0.81,0.86,1.04,0.84,0.85
33.6,8.6,229.6,54.6,0.89,0.81,0.86,1.04,0.84,0.86
17.5,15.2,221.1,43.9,0.89,0.8,0.86,1.0,0.84,0.86
22.2,12.2,227.9,52.4,0.89,0.8,0.86,1.01,0.84,0.85
11.4,13.1,10.1,126.3,0.89,0.81,0.85,0.88,1.08,0.86
11.0,34.5,7.8,133.8,0.89,0.81,0.86,0.87,1.05,0.86
8.9,1.3,14.2,134.5,0.89,0.8,0.85,0.88,1.14,0.85
10.2,6.7,29.6,65.0,0.89,0.8,0.85,0.88,1.06,0.86
10.3,12.8,30.0,79.8,0.89,0.8,0.85,0.87,1.08,0.85
10.6,12.0,33.5,85.4,0.89,0.8,0.85,0.87,1.08,0.85
13.9,14.8,26.9,86.5,0.89,0.8,0.85,0.87,1.08,0.85
21.5,79.1,12.9,83.8,0.89,0.8,0.84,0.87,0.85,1.06
33.1,57.7,3.0,124.9,0.89,0.81,0.85,0.88,0.85,1.02
21.4,78.3,7.9,104.2,0.89,0.8,0.85,0.88,0.85,1.05
36.0,70.6,0.5,89.3,0.89,0.8,0.85,0.87,0.85,1.06
41.4,74.0,13.4,60.5,0.89,0.81,0.85,0.87,0.86,1.06
2.5,2.7,16.9,19.1,0.89,0.8,0.85,0.88,0.85,0.86
-0.9,1.5,14.2,17.1,0.89,0.81,0.85,0.88,0.85,0.86
79.1,31.3,69.7,59.5,0.89,0.8,0.86,0.95,0.94,0.86
53.6,19.0,96.9,47.0,0.89,0.81,0.86,0.94,0.93,0.86
26.2,95.9,224.4,76.7,0.89,0.81,0.86,0.97,0.86,0.86
22.7,19.9,214.6,74.1,0.89,0.8,0.86,0.98,0.86,0.86
4.4,16.4,246.7,47.7,0.89,0.8,0.85,0.92,0.85,0.86
-2.8,10.4,246.9,56.2,0.89,0.8,0.85,0.93,0.85,0.86
0.8,32.0,93.1,8.9,0.89,0.8,0.85,0.87,1.02,0.87
12.0,31.0,83.4,2.1,0.89,0.8,0.85,0.87,1.02,0.87
15.6,39.6,85.3,54.8,0.89,0.8,0.86,0.87,1.0,0.88
17.9,34.0,87.2,72.8,0.89,0.8,0.86,0.87,0.98,0.88
8.6,-14.2,193.1,67.0,0.89,0.8,0.85,0.89,0.92,0.86
64.7,8.0,115.2,78.1,0.89,0.81,0.85,0.9,1.03,0.85
26.2,65.8,40.9,157.9,0.89,0.8,0.85,0.87,0.85,0.99
26.4,47.4,56.2,181.5,0.89,0.8,0.86,0.87,0.85,1.0
14.1,63.6,62.9,190.2,0.89,0.8,0.86,0.87,0.85,1.0
31.7,33.7,67.5,185.0,0.89,0.8,0.84,0.87,0.85,1.0
36.0,41.1,64.1,154.7,0.89,0.8,0.85,0.87,0.86,1.0
39.4,-4.5,252.8,32.1,0.89,0.8,0.85,1.03,0.85,0.86
40.1,8.0,259.8,27.2,0.89,0.8,0.85,1.02,0.85,0.86
51.7,11.5,255.3,39.8,0.89,0.8,0.85,1.02,0.85,0.86
3.0,0.5,118.8,43.3,0.89,0.8,0.85,1.0,0.85,0.86
3.3,1.8,120.5,33.3,0.89,0.8,0.85,1.01,0.85,0.86
27.9,6.9,130.8,30.4,0.89,0.8,0.85,1.05,0.85,0.86
12.0,1.1,119.2,29.0,0.89,0.8,0.85,1.02,0.85,0.86
0.4,15.6,37.0,44.0,0.88,0.79,0.84,0.86,1.05,0.85
1.2,14.6,37.5,42.6,0.88,0.79,0.84,0.86,1.05,0.85
11.9,14.4,36.7,22.6,0.89,0.8,0.85,0.88,1.04,0.86
12.2,12.8,39.9,26.5,0.89,0.8,0.85,0.89,1.03,0.86
5.2,4.4,48.3,62.1,0.89,0.8,0.85,0.91,0.99,0.85
5.1,2.3,44.0,46.4,0.89,0.8,0.85,0.91,0.97,0.85
29.5,75.3,-6.3,153.7,0.89,0.8,0.85,0.87,0.85,1.02
58.0,121.7,539.8,494.4,0.89,0.8,0.85,0.87,0.85,1.02
28.1,88.0,20.9,142.0,0.89,0.8,0.86,0.87,0.85,1.01
30.6,52.4,14.2,117.2,0.89,0.8,0.85,0.87,0.88,0.99
35.3,69.7,3.4,124.8,0.89,0.8,0.85,0.88,0.88,0.99
57.6,-2.7,128.3,44.5,0.89,0.8,0.85,1.08,0.85,0.85
33.5,2.9,116.1,45.4,0.89,0.8,0.85,1.06,0.85,0.86
4.1,6.9,124.4,23.9,0.89,0.8,0.85,1.02,0.85,0.85
16.8,6.6,121.4,24.2,0.89,0.8,0.85,1.02,0.85,0.85
39.2,2.5,55.6,89.0,0.89,0.8,0.85,1.02,0.87,0.87
32.2,-5.5,50.5,83.5,0.89,0.8,0.85,1.03,0.87,0.87
0.9,15.6,9.0,104.9,0.89,0.8,0.85,0.87,0.98,0.85
-1.7,80.0,6.6,158.5,0.89,0.8,0.85,0.87,1.16,0.85
18.5,95.8,-5.2,81.6,0.89,0.8,0.86,0.87,1.01,0.86
22.0,93.6,13.3,83.2,0.89,0.8,0.86,0.87,1.02,0.86
6.5,74.8,2.2,89.7,0.89,0.8,0.85,0.87,1.08,0.89
7.1,74.6,0.4,95.5,0.89,0.8,0.85,0.87,1.08,0.89
25.9,43.1,10.8,109.5,0.89,0.81,0.86,0.87,0.87,1.02
44.3,47.5,14.0,113.3,0.89,0.8,0.85,0.87,0.86,1.02
33.2,-2.2,29.7,96.7,0.89,0.8,0.86,0.88,0.86,0.96
23.8,14.6,23.3,104.4,0.89,0.8,0.85,0.89,0.88,0.96
12.9,38.2,6.2,135.7,0.89,0.8,0.85,0.87,0.84,1.04
11.2,43.9,8.8,144.1,0.89,0.81,0.84,0.87,0.84,1.04
62.4,107.0,123.2,26.1,0.89,0.8,0.86,1.04,0.85,0.85
62.9,106.0,120.1,24.3,0.89,0.81,0.85,1.04,0.85,0.85
36.5,93.4,95.4,26.7,0.89,0.8,0.86,1.0,0.85,0.85
35.6,102.7,85.8,16.2,0.89,0.8,0.86,1.0,0.85,0.85
82.0,117.7,115.8,19.3,0.89,0.8,0.85,1.03,0.85,0.85
79.6,118.1,93.9,6.1,0.89,0.8,0.85,1.04,0.85,0.85
7.8,93.3,18.3,128.0,0.89,0.8,0.86,0.88,1.03,0.86
8.5,96.3,16.0,106.2,0.89,0.8,0.85,0.89,1.04,0.85
